Date,US_71708110,US_71715B40,US_71716E10,US_71722W10,US_73701010,US_74271810,US_74318710,US_74374N10,US_74587V10,US_75615P10,US_75886F10,US_76133010,US_76243J10,US_76655960,US_79543510,US_80105N10,US_80281730,US_80360710,US_80660510,US_80890510,US_81064810,US_81129220,US_81181C10,US_81731510,US_82481R10,US_83470610,US_84763A10,US_85205L10,US_85858C10,US_86845910,US_87406020,US_87650L10,US_88078L10,US_88162420,US_88579Y10,US_89422G10,US_90400D10,US_90480110,US_91307C10,US_91911X10,US_92165910,US_92511W10,US_92661310,US_98074510,US_98302410,US_98920Y30,US_G0176710,US_G3040110,US_G637AM10,US_G9782210,US_H0036K14,US_H0130110,US_M8737E10,US_M9608810,US_N3101010
1993-05-25,72.25 ,,,,,49.75 ,,,,,15.75 ,,,,,,,,66.62 ,5.88 ,,,,8.00 ,,7.75 ,,,,,,,,23.00 ,114.00 ,,,6.25 ,,14.38 ,,,,,66.00 ,,8.38 ,,,44.50 ,,,6.75 ,,
1993-05-26,73.38 ,,,,,49.88 ,,,,,15.62 ,,,,,,,,68.25 ,6.12 ,,,,7.50 ,,8.00 ,,,,,,,,23.12 ,114.38 ,,,6.25 ,,14.12 ,,,,,66.88 ,,8.50 ,,,44.25 ,,,6.88 ,,
1993-05-27,72.38 ,,,,,49.00 ,,,,,15.75 ,,,,,,,,66.38 ,5.88 ,,,,7.25 ,,8.50 ,,,,,,,,23.88 ,114.12 ,,,6.25 ,,13.75 ,,,,,65.75 ,,8.25 ,,,44.62 ,,,7.25 ,,
1993-05-28,71.75 ,,,,,49.12 ,,,,,15.38 ,,,,,,,,66.38 ,6.00 ,,,,7.88 ,,8.50 ,,,,,,,,23.38 ,112.88 ,,,5.75 ,,13.88 ,,,,,66.62 ,,8.00 ,,,44.75 ,,,6.88 ,,
1993-06-01,72.88 ,,,,,49.38 ,,,,,15.62 ,,,,,,,,67.00 ,6.25 ,,,,7.50 ,,8.50 ,,,,,,,,23.25 ,114.00 ,,,6.25 ,,13.62 ,,,,,67.25 ,,8.25 ,,,44.00 ,,,7.25 ,,
1993-06-02,72.12 ,,,,,49.50 ,,,,,16.00 ,,,,,,,,65.12 ,6.12 ,,,,7.50 ,,8.75 ,,,,,,,,23.38 ,115.00 ,,,5.75 ,,13.25 ,,,,,66.75 ,,7.75 ,,,44.25 ,,,6.75 ,,
1993-06-03,71.50 ,,,,,48.88 ,,,,,16.25 ,,,,,,,,64.88 ,6.00 ,,,,8.50 ,,8.75 ,,,,,,,,23.50 ,115.62 ,,,6.00 ,,14.00 ,,,,,66.75 ,,7.75 ,,,43.75 ,,,7.00 ,,
1993-06-04,69.88 ,,,,,48.25 ,,,,,15.50 ,,,,,,,,64.00 ,6.00 ,,,,8.25 ,,8.75 ,,,,,,,,23.00 ,115.50 ,,,6.00 ,,13.62 ,,,,,66.25 ,,8.12 ,,,44.38 ,,,6.88 ,,
1993-06-07,69.62 ,,,,,48.12 ,,,,,15.75 ,,,,,,,,64.00 ,6.12 ,,,,9.25 ,,8.75 ,,,,,,,,23.62 ,116.38 ,,,5.88 ,,13.75 ,,,,,66.12 ,,8.12 ,,,44.00 ,,,6.88 ,,
1993-06-08,69.50 ,,,,,47.75 ,,,,,15.25 ,,,,,,,,62.50 ,6.12 ,,,,8.75 ,,9.50 ,,,,,,,,23.50 ,116.00 ,,,6.00 ,,13.38 ,,,,,65.25 ,,8.50 ,,,42.00 ,,,7.00 ,,
1993-06-09,69.38 ,,,,,47.62 ,,,,,15.25 ,,,,,,,,64.00 ,6.12 ,,,,9.00 ,,9.50 ,,,,,,,,23.12 ,115.75 ,,,6.00 ,,13.25 ,,,,,66.00 ,,9.00 ,,,41.62 ,,,6.75 ,,
1993-06-10,70.75 ,,,,,47.88 ,,,,,15.25 ,,,,,,,,66.25 ,6.25 ,,,,8.88 ,,9.25 ,,,,,,,,23.25 ,105.75 ,,,6.00 ,,13.38 ,,,,,66.50 ,,8.50 ,,,41.38 ,,,7.12 ,,
1993-06-11,70.88 ,,,,,47.75 ,,,,,15.25 ,,,,,,,,68.12 ,6.00 ,,,,9.12 ,,9.25 ,,,,,,,,23.50 ,108.50 ,,,6.00 ,,14.00 ,,,,,67.12 ,,8.50 ,,,40.75 ,,,7.25 ,,
1993-06-14,72.38 ,,,,,48.25 ,,,,,15.75 ,,,,,,,,68.75 ,6.00 ,,,,9.75 ,,9.25 ,,,,,,,,22.88 ,109.00 ,,,6.00 ,,14.00 ,,,,,66.25 ,,8.75 ,,,40.25 ,,,7.25 ,,
1993-06-15,73.12 ,,,,,48.25 ,,,,,16.00 ,,,,,,,,68.00 ,5.88 ,,,,10.12 ,,9.25 ,,,,,,,,23.62 ,107.50 ,,,5.75 ,,14.38 ,,,,,66.00 ,,8.75 ,,,41.00 ,,,7.25 ,,
1993-06-16,74.25 ,,,,,48.75 ,,,,,16.12 ,,,,,,,,69.00 ,6.00 ,,,,9.75 ,,9.25 ,,,,,,,,23.50 ,108.62 ,,,5.50 ,,15.00 ,,,,,66.88 ,,8.12 ,,,41.75 ,,,7.12 ,,
1993-06-17,74.75 ,,,,,49.00 ,,,,,16.25 ,,,,,,,,69.50 ,5.75 ,,,,9.62 ,,9.50 ,,,,,,,,22.88 ,108.62 ,,,5.75 ,,15.00 ,,,,,67.62 ,,8.00 ,,,42.25 ,,,7.00 ,,
1993-06-18,72.12 ,,,,,49.00 ,,,,,16.12 ,,,,,,,,67.88 ,5.75 ,,,,9.88 ,,9.00 ,,,,,,,,23.25 ,107.00 ,,,5.62 ,,15.00 ,,,,,65.38 ,,7.75 ,,,42.50 ,,,7.00 ,,
1993-06-21,70.00 ,,,,,49.38 ,,,,,16.00 ,,,,,,,,67.50 ,5.75 ,,,,9.75 ,,9.50 ,,,,,,,,21.75 ,108.38 ,,,5.75 ,,15.25 ,,,,,65.88 ,,7.50 ,,,41.62 ,,,7.25 ,,
1993-06-22,69.62 ,,,,,49.50 ,,,,,15.88 ,,,,,,,,67.88 ,5.75 ,,,,9.75 ,,9.50 ,,,,,,,,21.75 ,108.50 ,,,5.25 ,,14.88 ,,,,,66.25 ,,7.50 ,,,42.25 ,,,7.25 ,,
1993-06-23,69.75 ,,,,,49.25 ,,,,,16.25 ,,,,,,,,68.12 ,5.75 ,,,,9.62 ,,9.75 ,,,,,,,,22.00 ,108.00 ,,,5.25 ,,14.00 ,,,,,65.38 ,,7.38 ,,,41.88 ,,,7.25 ,,
1993-06-24,69.88 ,,,,,50.25 ,,,,,16.00 ,,,,,,,,70.50 ,6.00 ,,,,9.25 ,,9.00 ,,,,,,,,21.62 ,108.12 ,,,5.25 ,,14.12 ,,,,,65.25 ,,7.62 ,,,42.50 ,,,7.00 ,,
1993-06-25,69.62 ,,,,,50.00 ,,,,,16.25 ,,,,,,,,70.38 ,5.88 ,,,,9.12 ,,9.00 ,,,,,,,,21.50 ,107.75 ,,,5.25 ,,14.25 ,,,,,65.25 ,,7.50 ,,,43.00 ,,,7.00 ,,
1993-06-28,68.88 ,,,,,50.88 ,,,,,16.00 ,,,,,,,,70.12 ,5.50 ,,,,9.38 ,,9.00 ,,,,,,,,20.75 ,108.00 ,,,5.25 ,,14.00 ,,,,,64.75 ,,7.75 ,,,43.38 ,,,7.12 ,,
1993-06-29,69.25 ,,,,,51.62 ,,,,,16.50 ,,,,,,,,70.25 ,5.62 ,,,,9.50 ,,9.00 ,,,,,,,,21.00 ,107.62 ,,,5.25 ,,13.88 ,,,,,65.50 ,,7.38 ,,,43.50 ,,,7.00 ,,
1993-06-30,67.00 ,,,,,52.00 ,,,,,16.50 ,,,,,,,,69.75 ,5.62 ,,,,9.88 ,,9.00 ,,,,,,,,20.62 ,108.00 ,,,5.75 ,,13.62 ,,,,,64.50 ,,7.25 ,,,43.62 ,,,7.25 ,,
1993-07-01,65.00 ,,,,,51.75 ,,,,,17.00 ,,,,,,,,68.50 ,5.75 ,,,,9.88 ,,9.50 ,,,,,,,,20.75 ,108.12 ,,,5.50 ,,13.62 ,,,,,64.00 ,,7.50 ,,,43.38 ,,,7.25 ,,
1993-07-02,63.50 ,,,,,51.50 ,,,,,16.75 ,,,,,,,,67.38 ,5.75 ,,,,9.88 ,,10.00 ,,,,,,,,20.75 ,107.88 ,,,5.25 ,,13.12 ,,,,,63.50 ,,7.25 ,,,43.50 ,,,7.00 ,,
1993-07-06,62.75 ,,,,,51.00 ,,,,,17.25 ,,,,,,,,65.62 ,5.75 ,,,,9.88 ,,10.00 ,,,,,,,,20.25 ,106.75 ,,,5.00 ,,13.00 ,,,,,62.50 ,,7.25 ,,,44.50 ,,,7.00 ,,
1993-07-07,63.75 ,,,,,51.88 ,,,,,17.00 ,,,,,,,,67.38 ,5.50 ,,,,9.62 ,,11.25 ,,,,,,,,20.38 ,106.75 ,,,4.88 ,,12.62 ,,,,,63.12 ,,7.25 ,,,44.00 ,,,6.88 ,,
1993-07-08,65.38 ,,,,,52.38 ,,,,,17.00 ,,,,,,,,67.50 ,5.75 ,,,,9.50 ,,11.00 ,,,,,,,,20.75 ,106.88 ,,,5.00 ,,12.75 ,,,,,64.00 ,,7.25 ,,,43.50 ,,,7.25 ,,
1993-07-09,65.75 ,,,,,52.25 ,,,,,18.00 ,,,,,,,,67.75 ,5.88 ,,,,9.50 ,,10.75 ,,,,,,,,21.12 ,107.12 ,,,5.25 ,,12.50 ,,,,,63.75 ,,7.25 ,,,43.50 ,,,7.12 ,,
1993-07-12,64.38 ,,,,,53.00 ,,,,,18.50 ,,,,,,,,67.62 ,5.88 ,,,,9.75 ,,10.50 ,,,,,,,,21.00 ,107.00 ,,,5.00 ,,12.62 ,,,,,63.75 ,,7.75 ,,,43.25 ,,,7.12 ,,
1993-07-13,65.12 ,,,,,51.50 ,,,,,17.75 ,,,,,,,,68.25 ,5.62 ,,,,9.75 ,,10.50 ,,,,,,,,22.88 ,106.75 ,,,5.00 ,,12.50 ,,,,,64.62 ,,8.00 ,,,42.00 ,,,7.12 ,,
1993-07-14,64.75 ,,,,,52.50 ,,,,,18.12 ,,,,,,,,66.62 ,5.75 ,,,,9.25 ,,10.25 ,,,,,,,,23.62 ,107.75 ,,,5.00 ,,12.00 ,,,,,64.62 ,,8.12 ,,,42.00 ,,,7.25 ,,
1993-07-15,63.25 ,,,,,51.62 ,,,,,19.00 ,,,,,,,,66.12 ,5.75 ,,,,9.62 ,,10.12 ,,,,,,,,22.38 ,110.00 ,,,5.00 ,,12.00 ,,,,,63.62 ,,8.00 ,,,45.12 ,,,7.25 ,,
1993-07-16,62.12 ,,,,,50.50 ,,,,,19.75 ,,,,,,,,64.38 ,5.62 ,,,,9.38 ,,10.75 ,,,,,,,,22.25 ,110.38 ,,,5.00 ,,12.12 ,,,,,62.25 ,,7.75 ,,,45.25 ,,,7.00 ,,
1993-07-19,63.00 ,,,,,49.75 ,,,,,21.50 ,,,,,,,,64.88 ,5.75 ,,,,9.00 ,,9.75 ,,,,,,,,22.62 ,110.25 ,,,5.00 ,,12.50 ,,,,,62.88 ,,7.25 ,,,44.50 ,,,7.12 ,,
1993-07-20,63.50 ,,,,,50.25 ,,,,,19.25 ,,,,,,,,66.38 ,6.00 ,,,,8.75 ,,10.50 ,,,,,,,,22.50 ,110.00 ,,,5.00 ,,12.00 ,,,,,64.12 ,,7.12 ,,,44.00 ,,,7.00 ,,
1993-07-21,64.00 ,,,,,49.75 ,,,,,19.75 ,,,,,,,,66.75 ,5.62 ,,,,8.75 ,,10.50 ,,,,,,,,22.50 ,111.25 ,,,5.00 ,,11.88 ,,,,,63.00 ,,6.75 ,,,44.50 ,,,7.00 ,,
1993-07-22,63.62 ,,,,,48.88 ,,,,,20.00 ,,,,,,,,66.50 ,5.62 ,,,,8.50 ,,9.50 ,,,,,,,,22.50 ,108.75 ,,,4.75 ,,12.12 ,,,,,63.00 ,,7.25 ,,,44.50 ,,,6.88 ,,
1993-07-23,65.00 ,,,,,48.62 ,,,,,19.50 ,,,,,,,,67.00 ,5.75 ,,,,8.50 ,,10.00 ,,,,,,,,22.50 ,109.25 ,,,5.00 ,,11.88 ,,,,,63.75 ,,7.50 ,,,44.38 ,,,6.75 ,,
1993-07-26,65.00 ,,,,,48.38 ,,,,,19.50 ,,,,,,,,66.88 ,5.75 ,,,,8.50 ,,10.00 ,,,,,,,,22.00 ,109.88 ,,,5.00 ,,12.00 ,,,,,64.12 ,,7.00 ,,,44.75 ,,,7.25 ,,
1993-07-27,65.75 ,,,,,49.62 ,,,,,17.75 ,,,,,,,,67.25 ,5.50 ,,,,8.62 ,,10.00 ,,,,,,,,21.75 ,109.38 ,,,5.12 ,,11.62 ,,,,,64.38 ,,7.00 ,,,44.75 ,,,7.75 ,,
1993-07-28,63.50 ,,,,,49.12 ,,,,,18.00 ,,,,,,,,64.50 ,5.62 ,,,,8.12 ,,10.00 ,,,,,,,,22.00 ,108.38 ,,,5.00 ,,11.62 ,,,,,64.38 ,,6.88 ,,,45.00 ,,,8.38 ,,
1993-07-29,61.75 ,,,,,49.38 ,,,,,18.00 ,,,,,,,,63.00 ,5.62 ,,,,8.00 ,,9.50 ,,,,,,,,21.62 ,108.75 ,,,5.50 ,,14.88 ,,,,,64.38 ,,7.25 ,,,45.25 ,,,8.12 ,,
1993-07-30,59.50 ,,,,,48.75 ,,,,,18.25 ,,,,,,,,61.25 ,5.75 ,,,,8.25 ,,9.50 ,,,,,,,,21.00 ,105.00 ,,,5.50 ,,16.00 ,,,,,63.00 ,,7.25 ,,,46.25 ,,,8.25 ,,
1993-08-02,59.88 ,,,,,48.62 ,,,,,18.62 ,,,,,,,,61.88 ,5.75 ,,,,8.25 ,,9.50 ,,,,,,,,22.62 ,106.38 ,,,5.50 ,,18.00 ,,,,,62.38 ,,7.25 ,,,47.50 ,,,8.25 ,,
1993-08-03,59.62 ,,,,,48.38 ,,,,,18.50 ,,,,,,,,61.88 ,6.12 ,,,,8.50 ,,9.50 ,,,,,,,,23.38 ,105.62 ,,,5.25 ,,17.75 ,,,,,62.50 ,,8.00 ,,,48.62 ,,,8.50 ,,
1993-08-04,59.88 ,,,,,47.88 ,,,,,18.50 ,,,,,,,,62.00 ,6.50 ,,,,8.00 ,,9.50 ,,,,,,,,23.62 ,106.00 ,,,5.75 ,,17.38 ,,,,,62.25 ,,8.00 ,,,50.12 ,,,8.25 ,,
1993-08-05,58.88 ,,,,,47.38 ,,,,,18.50 ,,,,,,,,60.12 ,6.38 ,,,,7.88 ,,10.00 ,,,,,,,,22.62 ,107.00 ,,,5.75 ,,14.88 ,,,,,61.88 ,,8.25 ,,,50.00 ,,,8.25 ,,
1993-08-06,59.12 ,,,,,47.38 ,,,,,19.75 ,,,,,,,,61.12 ,6.00 ,,,,7.88 ,,10.00 ,,,,,,,,22.75 ,107.00 ,,,6.00 ,,16.12 ,,,,,62.12 ,,8.50 ,,,50.25 ,,,8.25 ,,
1993-08-09,59.62 ,,,,,47.38 ,,,,,18.62 ,,,,,,,,59.38 ,5.75 ,,,,7.75 ,,10.00 ,,,,,,,,24.38 ,106.62 ,,,5.75 ,,16.00 ,,,,,60.88 ,,8.25 ,,,49.75 ,,,8.00 ,,
1993-08-10,59.75 ,,,,,46.25 ,,,,,16.12 ,,,,,,,,59.12 ,6.00 ,,,,8.00 ,,10.00 ,,,,,,,,25.88 ,106.88 ,,,5.50 ,,15.50 ,,,,,59.75 ,,7.75 ,,,50.00 ,,,8.00 ,,
1993-08-11,58.50 ,,,,,46.38 ,,,,,15.75 ,,,,,,,,59.25 ,5.62 ,,,,7.88 ,,10.25 ,,,,,,,,25.75 ,108.50 ,,,5.69 ,,16.12 ,,,,,59.38 ,,7.75 ,,,50.00 ,,,8.00 ,,
1993-08-12,57.88 ,,,,,46.00 ,,,,,15.38 ,,,,,,,,58.25 ,5.50 ,,,,8.00 ,,10.25 ,,,,,,,,25.88 ,107.62 ,,,5.25 ,,15.50 ,,,,,58.75 ,,7.75 ,,,49.25 ,,,8.00 ,,
1993-08-13,57.12 ,,,,,45.50 ,,,,,15.50 ,,,,,,,,58.50 ,5.62 ,,,,7.88 ,,10.25 ,,,,,,,,25.75 ,108.62 ,,,5.00 ,,15.50 ,,,,,58.75 ,,7.50 ,,,48.25 ,,,8.00 ,,
1993-08-16,59.25 ,,,,,46.25 ,,,,,16.00 ,,,,,,,,59.75 ,5.50 ,,,,7.50 ,,10.00 ,,,,,,,,25.50 ,107.00 ,,,5.25 ,,15.75 ,,,,,59.75 ,,7.75 ,,,46.75 ,,,8.50 ,,
1993-08-17,60.50 ,,,,,47.25 ,,,,,16.50 ,,,,,,,,61.00 ,5.62 ,,,,8.00 ,,10.00 ,,,,,,,,25.12 ,108.12 ,,,5.00 ,,15.62 ,,,,,61.38 ,,7.12 ,,,50.00 ,,,8.50 ,,
1993-08-18,63.25 ,,,,,49.12 ,,,,,16.75 ,,,,,,,,63.00 ,5.62 ,,,,8.12 ,,10.00 ,,,,,,,,24.88 ,108.00 ,,,5.00 ,,15.50 ,,,,,63.12 ,,7.25 ,,,52.00 ,,,8.00 ,,
1993-08-19,63.12 ,,,,,49.00 ,,,,,16.50 ,,,,,,,,62.88 ,5.62 ,,,,8.50 ,,10.00 ,,,,,,,,26.00 ,108.88 ,,,5.00 ,,14.75 ,,,,,63.38 ,,7.12 ,,,53.00 ,,,8.25 ,,
1993-08-20,64.12 ,,,,,49.12 ,,,,,16.62 ,,,,,,,,62.75 ,5.62 ,,,,8.88 ,,10.00 ,,,,,,,,25.75 ,107.75 ,,,5.38 ,,14.75 ,,,,,63.00 ,,7.38 ,,,52.75 ,,,8.00 ,,
1993-08-23,62.75 ,,,,,48.00 ,,,,,15.75 ,,,,,,,,61.50 ,5.75 ,,,,8.50 ,,10.00 ,,,,,,,,25.88 ,107.50 ,,,5.75 ,,14.50 ,,,,,62.62 ,,7.50 ,,,54.25 ,,,8.00 ,,
1993-08-24,62.00 ,,,,,48.50 ,,,,,15.00 ,,,,,,,,60.88 ,6.00 ,,,,8.75 ,,10.00 ,,,,,,,,26.62 ,107.25 ,,,5.00 ,,15.00 ,,,,,63.00 ,,7.88 ,,,53.00 ,,,8.50 ,,
1993-08-25,62.00 ,,,,,48.62 ,,,,,15.00 ,,,,,,,,60.00 ,6.38 ,,,,9.00 ,,10.00 ,,,,,,,,26.38 ,108.12 ,,,5.50 ,,15.00 ,,,,,62.50 ,,7.75 ,,,53.50 ,,,8.00 ,,
1993-08-26,63.38 ,,,,,47.88 ,,,,,15.38 ,,,,,,,,60.88 ,6.38 ,,,,9.12 ,,10.00 ,,,,,,,,26.12 ,108.38 ,,,5.25 ,,15.00 ,,,,,63.75 ,,7.50 ,,,28.25 ,,,8.00 ,,
1993-08-27,63.00 ,,,,,47.75 ,,,,,15.50 ,,,,,,,,60.00 ,6.38 ,,,,9.00 ,,10.00 ,,,,,,,,26.25 ,109.50 ,,,5.50 ,,14.75 ,,,,,63.88 ,,7.88 ,,,28.25 ,,,8.50 ,,
1993-08-30,63.00 ,,,,,47.75 ,,,,,16.38 ,,,,,,,,60.75 ,6.62 ,,,,9.25 ,,10.00 ,,,,,,,,25.75 ,109.25 ,,,5.00 ,,14.12 ,,,,,64.38 ,,7.50 ,,,28.25 ,,,8.25 ,,
1993-08-31,63.00 ,,,,,48.38 ,,,,,16.00 ,,,,,,,,61.12 ,6.75 ,,,,9.25 ,,10.00 ,,,,,,,,27.62 ,109.62 ,,,5.50 ,,14.00 ,,,,,64.75 ,,7.75 ,,,29.00 ,,,8.25 ,,
1993-09-01,62.75 ,,,,,49.00 ,,,,,16.62 ,,,,,,,,60.62 ,6.50 ,,,,9.00 ,,10.00 ,,,,,,,,28.38 ,108.75 ,,,5.00 ,,14.12 ,,,,,64.12 ,,7.75 ,,,29.25 ,,,8.00 ,,
1993-09-02,64.75 ,,,,,48.62 ,,,,,17.50 ,,,,,,,,63.12 ,6.88 ,,,,8.75 ,,10.00 ,,,,,,,,28.50 ,107.88 ,,,5.75 ,,13.75 ,,,,,64.62 ,,7.50 ,,,30.75 ,,,9.00 ,,
1993-09-03,64.12 ,,,,,49.00 ,,,,,18.12 ,,,,,,,,62.25 ,6.88 ,,,,9.00 ,,10.00 ,,,,,,,,28.38 ,107.50 ,,,5.75 ,,13.75 ,,,,,64.38 ,,8.00 ,,,30.00 ,,,8.62 ,,
1993-09-07,63.38 ,,,,,48.62 ,,,,,16.75 ,,,,,,,,61.50 ,6.75 ,,,,8.88 ,,10.00 ,,,,,,,,28.50 ,106.88 ,,,5.50 ,,13.88 ,,,,,63.88 ,,7.75 ,,,29.50 ,,,9.00 ,,
1993-09-08,62.00 ,,,,,49.25 ,,,,,16.12 ,,,,,,,,60.25 ,6.75 ,,,,8.75 ,,10.00 ,,,,,,,,29.50 ,106.75 ,,,4.88 ,,13.88 ,,,,,62.88 ,,7.75 ,,,29.62 ,,,8.50 ,,
1993-09-09,62.62 ,,,,,48.12 ,,,,,16.50 ,,,,,,,,60.25 ,6.62 ,,,,8.25 ,,10.00 ,,,,,,,,29.38 ,106.38 ,,,5.25 ,,13.75 ,,,,,62.62 ,,7.75 ,,,29.50 ,,,8.50 ,,
1993-09-10,61.38 ,,,,,48.00 ,,,,,16.50 ,,,,,,,,61.00 ,6.75 ,,,,8.75 ,,10.00 ,,,,,,,,30.38 ,106.50 ,,,5.25 ,,13.38 ,,,,,62.50 ,,7.75 ,,,29.25 ,,,9.00 ,,
1993-09-13,60.38 ,,,,,47.88 ,,,,,15.38 ,,,,,,,,60.00 ,6.75 ,,,,8.25 ,,10.00 ,,,,,,,,29.38 ,107.62 ,,,5.25 ,,13.62 ,,,,,61.62 ,,7.75 ,,,29.75 ,,,9.00 ,,
1993-09-14,63.38 ,,,,,47.75 ,,,,,15.25 ,,,,,,,,61.50 ,6.50 ,,,,8.25 ,,10.75 ,,,,,,,,30.50 ,107.38 ,,,5.25 ,,13.38 ,,,,,63.25 ,,8.00 ,,,28.75 ,,,8.50 ,,
1993-09-15,61.50 ,,,,,47.75 ,,,,,15.38 ,,,,,,,,62.62 ,6.38 ,,,,8.25 ,,10.75 ,,,,,,,,33.50 ,108.50 ,,,5.25 ,,13.38 ,,,,,63.88 ,,8.12 ,,,28.75 ,,,8.50 ,,
1993-09-16,60.38 ,,,,,48.12 ,,,,,15.12 ,,,,,,,,61.88 ,6.38 ,,,,9.00 ,,10.75 ,,,,,,,,33.00 ,108.50 ,,,5.25 ,,13.62 ,,,,,62.25 ,,8.00 ,,,29.25 ,,,8.50 ,,
1993-09-17,60.12 ,,,,,48.00 ,,,,,14.62 ,,,,,,,,62.62 ,6.38 ,,,,8.88 ,,10.25 ,,,,,,,,32.00 ,107.75 ,,,5.00 ,,13.38 ,,,,,62.12 ,,8.25 ,,,30.00 ,,,8.50 ,,
1993-09-20,59.00 ,,,,,47.38 ,,,,,13.75 ,,,,,,,,61.50 ,6.12 ,,,,8.88 ,,10.25 ,,,,,,,,30.50 ,106.00 ,,,5.25 ,,13.38 ,,,,,61.12 ,,8.00 ,,,31.00 ,,,8.88 ,,
1993-09-21,61.38 ,,,,,47.00 ,,,,,14.00 ,,,,,,,,63.25 ,6.00 ,,,,8.50 ,,10.25 ,,,,,,,,29.62 ,104.75 ,,,5.25 ,,13.12 ,,,,,62.38 ,,7.75 ,,,31.62 ,,,8.50 ,,
1993-09-22,60.38 ,,,,,46.00 ,,,,,14.50 ,,,,,,,,63.25 ,6.12 ,,,,8.62 ,,10.25 ,,,,,,,,32.12 ,104.38 ,,,5.00 ,,13.38 ,,,,,62.00 ,,8.00 ,,,33.25 ,,,8.75 ,,
1993-09-23,62.62 ,,,,,46.38 ,,,,,14.75 ,,,,,,,,65.25 ,6.62 ,,,,8.62 ,,10.25 ,,,,,,,,33.00 ,103.75 ,,,5.25 ,,14.12 ,,,,,62.75 ,,7.88 ,,,33.75 ,,,8.75 ,,
1993-09-24,61.12 ,,,,,47.25 ,,,,,14.88 ,,,,,,,,65.38 ,6.88 ,,,,8.75 ,,10.25 ,,,,,,,,32.75 ,103.25 ,,,5.25 ,,14.50 ,,,,,62.25 ,,7.75 ,,,29.25 ,,,9.00 ,,
1993-09-27,60.88 ,,,,,48.00 ,,,,,15.25 ,,,,,,,,66.38 ,7.12 ,,,,8.50 ,,10.25 ,,,,,,,,31.50 ,103.50 ,,,5.25 ,,14.12 ,,,,,62.00 ,,7.75 ,,,29.25 ,,,8.75 ,,
1993-09-28,60.00 ,,,,,47.38 ,,,,,15.50 ,,,,,,,,65.50 ,7.12 ,,,,8.75 ,,10.25 ,,,,,,,,30.00 ,103.75 ,,,5.25 ,,14.75 ,,,,,61.12 ,,7.75 ,,,29.88 ,,,8.75 ,,
1993-09-29,59.62 ,,,,,47.12 ,,,,,15.88 ,,,,,,,,65.50 ,7.25 ,,,,8.50 ,,10.25 ,,,,,,,,29.75 ,102.88 ,,,5.25 ,,14.62 ,,,,,60.62 ,,7.62 ,,,31.00 ,,,9.38 ,,
1993-09-30,59.50 ,,,,,47.50 ,,,,,15.50 ,,,,,,,,65.88 ,7.50 ,,,,8.75 ,,10.25 ,,,,,,,,29.62 ,102.88 ,,,5.25 ,,14.25 ,,,,,61.00 ,,7.75 ,,,31.00 ,,,9.25 ,,
1993-10-01,59.25 ,,,,,47.25 ,,,,,15.12 ,,,,,,,,66.62 ,7.25 ,,,,8.62 ,,10.25 ,,,,,,,,30.12 ,102.50 ,,,5.25 ,,14.12 ,,,,,60.88 ,,8.00 ,,,30.38 ,,,9.25 ,,
1993-10-04,57.75 ,,,,,47.75 ,,,,,15.00 ,,,,,,,,66.88 ,7.38 ,,,,8.50 ,,10.25 ,,,,,,,,29.88 ,101.62 ,,,5.25 ,,13.75 ,,,,,60.75 ,,8.12 ,,,29.75 ,,,9.88 ,,
1993-10-05,59.00 ,,,,,49.38 ,,,,,14.88 ,,,,,,,,67.00 ,8.00 ,,,,8.50 ,,10.25 ,,,,,,,,30.12 ,103.75 ,,,4.75 ,,13.38 ,,,,,60.25 ,,8.12 ,,,30.50 ,,,9.88 ,,
1993-10-06,58.75 ,,,,,49.62 ,,,,,15.50 ,,,,,,,,66.00 ,10.50 ,,,,7.88 ,,10.25 ,,,,,,,,31.12 ,103.25 ,,,4.88 ,,13.88 ,,,,,59.00 ,,8.12 ,,,30.62 ,,,9.75 ,,
1993-10-07,59.38 ,,,,,49.75 ,,,,,16.12 ,,,,,,,,66.62 ,11.62 ,,,,8.12 ,,10.25 ,,,,,,,,31.12 ,103.75 ,,,5.38 ,,14.00 ,,,,,59.50 ,,8.00 ,,,31.25 ,,,9.88 ,,
1993-10-08,59.38 ,,,,,49.50 ,,,,,16.88 ,,,,,,,,66.75 ,11.62 ,,,,8.38 ,,10.25 ,,,,,,,,30.25 ,103.75 ,,,5.25 ,,13.62 ,,,,,59.88 ,,8.00 ,,,31.25 ,,,9.62 ,,
1993-10-11,60.38 ,,,,,49.75 ,,,,,16.88 ,,,,,,,,68.25 ,11.12 ,,,,8.75 ,,10.25 ,,,,,,,,30.25 ,104.38 ,,,5.50 ,,13.62 ,,,,,61.75 ,,8.50 ,,,31.38 ,,,9.88 ,,
1993-10-12,60.50 ,,,,,50.38 ,,,,,17.25 ,,,,,,,,67.50 ,10.38 ,,,,9.00 ,,10.25 ,,,,,,,,30.75 ,103.75 ,,,5.62 ,,14.00 ,,,,,62.12 ,,8.75 ,,,31.25 ,,,9.88 ,,
1993-10-13,59.88 ,,,,,50.00 ,,,,,17.50 ,,,,,,,,67.00 ,11.12 ,,,,8.50 ,,10.25 ,,,,,,,,29.25 ,103.88 ,,,5.62 ,,14.38 ,,,,,62.00 ,,11.00 ,,,31.00 ,,,9.88 ,,
